UP_list	DOWN_list
ZNF678	PALM
TMEM143	CTD-2116F7.1
ZMYND15	C1orf122
GOLGA4	RAB11FIP3
ATXN3	PID1
BCLAF1	SASS6
MFSD2B	GALNT7
DBF4	RNGTT
NOL8	PLA2G2D
ABL2	ZC3H12C
ZNF584	SPAG1
GRAMD3	PPP1R9A
PRPS2	S100A11
ANKRD36B	MIR4697HG
NEUROD2	DTYMK
MRPL32	AGAP7P
IRGM	MOK
PLAGL1	C14orf159
VSTM1	COBLL1
GIPC3	SET
ZRANB2	APP
HPS1	DBI
CATG00000096311.1	SMIM22
ARMC2	RAB34
MARK3	OSBPL10
MCM7	RF00092
USP13	PPARD
ASNS	CHPT1
pri-3-hsa-mir-1269a	CCR6
PRKAG2	YIPF2
SEMA4D	UBE2V1
PRDM2	LSM4
RP5-1166F10.1	COPS8
ZBTB14	CETN2
TP53I11	MAP3K3
RGL3	CD99
NMNAT3	CREM
RIPK1	ALDH6A1
CATG00000033004.1	UBR7
RCN1	ELOVL7
SYS1	TNFAIP8
ZNF254	RAB11A
THAP6	ATG5
WIPI1	DMXL1
CTC-358I24.1	pri-3-hsa-mir-4472-2
ZNF534	NHSL1
ZNF333	PRMT5
RP11-122A8.4	PPIB
LAMTOR3	SMTN
PDZD4	ATP2A2
DUSP23	BSCL2
TSR2	SGCA
NLGN4Y	TRMT1L
COPS7A	DCAF4
TBX10	SCNN1A
FCRLB	44808
TROVE2	SLK
TRABD	TECPR2
AOC1	HN1
TMEM9B	PGP
ZNF138	ZNF32
CFLAR	NOL10
TRAPPC2L	MORC4
PLEKHA8	SLC39A11
C2orf16	ELOVL1
NEIL1	EGLN3
PHLDB1	NFE2L2
CYP27C1	FGFR2
ASB1	EOMES
LRBA	ZNF454
ARRB2	VCAN
PEX16	ZFX
KLRG2	JAK1
NPEPPS	ELF2
MOCS2	PSD3
RP11-307C12.11	NCBP2
DPYD	SMARCA5
NUDT16	KAT7
CYLD	TGM4
IL27RA	ITGAD
STOML2	C17orf51
TRAPPC2L	ERBIN
TOM1L1	C1QTNF3
RP11-475O6.1	RAP1GDS1
SLC28A1	HDAC6
ARMC8	MGME1
HNRNPL	SUMF2
SELENBP1	TPM1
PRMT6	TCOF1
BARD1	NDUFS1
PAPOLA	ITFG2
FAM109B	RP11-96H19.1
ABHD17B	RSRP1
ABCE1	RRM2
SLC25A44	NIPAL3
LEFTY2	hsa-mir-7975
CR1	DDX21
AC132186.1	ABHD14B
WDR13	SNHG8
CTNNA1	SERAC1
AKT1	PPIE
SLC6A6	TNFRSF19
RF01210	PROB1
CDC42	RAB8B
ZNF595	UBE2L3
NFIC	SERPINE1
CSNK2A1	GALT
SMARCB1	GFM2
RBMX	STEAP1
FOLH1	SLC25A6
ARRDC3	RPL24
SASS6	PTPRF
C1orf52	MRPL4
pri-3-hsa-mir-5587	ABHD14A
ANKRD13B	UBE2M
44815	ADRM1
FGFR1OP2	SH3RF1
SGSM1	SHMT2
CLDN7	NSD1
POLR1C	RAB42
RP11-260O18.1	PSMC6
GUCY1A3	DOK4
CEP63	pri-3-hsa-mir-6819
PDE4D	ZFAND6
KANK1	MBNL1
pri-3-hsa-mir-4778	BCL2L12
IGSF9	TCF25
FILIP1L	SCAF1
ZNF680	TM7SF2
MAX	CAMSAP1
ZNF577	VCAM1
C8orf41	PCP4L1
PLEKHM1	CLIP3
CT45A6	MAF1
ATRIP	REV1
RER1	BTN2A2
ARHGAP19	MSTO1
EFHD1	VPRBP
ORAI3	FGFR1OP2
ZBTB39	SLC25A10
ICA1	DHCR7
PTGDR	SDCCAG8
ZNF827	ZMAT4
CDKN1C	FAIM
pri-5-hsa-mir-6511b-1	pri-3-hsa-mir-4722
MEG3	NCR3
RPL17	ZNF106
ECHDC1	MGLL
TNS1	SPRED1
MKKS	FAM58A
CGGBP1	SLC39A13
MRPL10	DCAF6
RIPOR2	DUSP1
RUNX2	SDHA
RABGEF1	FKBP2
PAICS	TMEM93
APLN	ANKRD42
LRRC37B	ADD1
INAFM2	DNAJC10
TMCC3	FLNC
KDM6A	hsa-mir-6895
FRYL	SLIT3
DYDC2	EPDR1
RP11-103J17.1	CACNB3
HSPA5	SNORA37
DSCR9	AC003029.1
BORCS7-ASMT	FKBPL
SHC1	INTS4P2
SRR	CDC42SE1
ADGRG2	MGLL
ZNF546	CATG00000060081.1
pri-5-hsa-mir-6090	CAMK2D
TMEM139	INPP5J
AZGP1	ZCCHC9
CDKN2A	BNIP3L
NDUFA11	ING4
RF01210	ERLEC1
GSG2	ZNF780B
PSMD10	MYO5A
SP4	EMID1
MFF	KDM4C
LOC101927053	TIA1
CCER2	CHM
IFNLR1	DNM1L
SLC47A1	TFPI2
CRCP	HKR1
AIPL1	CD248
PTPRA	NIPAL3
ZAR1	COL6A3
C15orf40	ENOSF1
PAQR6	MIS18A
NCAPD2	THOC7
AC096669.3	ZNF268
hsa-mir-4502	TIMM10
GNB1	ZBTB24
SIPA1	PHLPP2
pri-5-hsa-mir-181c	GRHL1
PTBP3	QTRT2
PPFIA2	CCDC61
DNAJC4	RPL13A
SF3B2	NVL
MIDN	ATP1A1
CENPA	MRPL18
DTX3	NUSAP1
PSMD14	NARS
MXRA5	AC084018.1
DEXI	SAC3D1
C2CD4C	GRAMD1B
SESN3	RALGAPA1
AC009120.6	FAM122B
CKAP4	MTMR6
SLC37A3	SACS
VCL	TNFSF8
ARF6	UEVLD
RASSF5	RFWD2
RF00554	CENPJ
RASGRP4	MYCBP2
pri-3-hsa-mir-8071-1	SMS
TPGS1	SQSTM1
ZNF365	ATXN1
FAIM2	CARD19
ATG13	TH
RABEPK	RPS17
pri-3-hsa-mir-874	RP11-349A22.5
SKI	PCM1
EXOSC3	DCAF16
FBXL4	PQBP1
KIAA1715	ADGRV1
TBCEL	TRNAU1AP
ARHGAP1	AP001065.15
SFTPB	CAPRIN1
ADTRP	OTX2
TTLL2	FBXW11
PPP2R2B	DCAF6
DENND5A	RP11-105N13.2
RPL5	STYXL1
PSMG2	SCYL2
RP11-1191J2.2	R3HCC1
ACBD5	RF00416
BIN1	PRKAR2B
RGPD3	DNAJC3
MYBBP1A	IL15RA
MRPL43	PIP5K2B
ZNF181	PDXDC1
RP11-380D23.2	pri-3-hsa-mir-4777
SCAF4	FAM161B
APOA1	MUC15
LAIR1	SYCE1
CATG00000083678.1	HOMER3
LILRA2	GSAP
HMGCS1	SERF2
COL12A1	CTC-228N24.3
DENND4C	NECTIN2
GXYLT2	PLAT
SERP1	HMBOX1
PRMT2	RP11-195F19.5
KCNS3	SIRT3
NBPF1	RP11-273G15.2
RHOA	DMXL1
MAP3K2	IDI1
CCDC105	SPP1
MADCAM1	SOD2
DLL3	RP11-77I22.3
PLCG2	CTSB
BUD13	PITPNC1
SERPINB11	MRPL20
HEBP1	SCRN2
IMP4	PARP3
HCK	PSG7
GSAP	AC046143.5
UBE3A	UPF1
LARP4	RPUSD1
ABI1	AL645922.1
PCBP4	MUC1
TCF7L2	LOC102503427
PLS3	ETHE1
SNTB2	LIMS1
YAF2	TBC1D22A
EFCAB11	TSPAN6
DOK3	KRCC1
SCML2	pri-3-hsa-mir-3975
pri-3-hsa-mir-3132	VGLL4
ZNF3	SPP1
BIN1	LCN12
LAMTOR5	OSBPL10
ALPI	RPP25
FBXW7	CCDC136
AF064858.6	SMOX
RGSL1	GPATCH2L
RFX2	CXXC5
N4BP2L1	RP11-107I14.4
RP11-437B10.1	TFDP2
GLUD1	APAF1
ADAMTSL4	HAGH
ELOC	GSDMB
CYB5D2	MIR99AHG
ZNF248	SNUPN
ZNF880	ARAF
ATP13A2	MICU1
ANKZF1	NOL4L
TMEM243	OXCT2
PSMB8	NLRP1
KB-1083B1.1	MAPKAPK5
CD40	ZBTB1
RAB34	PLA2G4A
RP11-345M22.2	PATZ1
TRMT6	DHTKD1
FSD1L	pri-3-hsa-mir-3680-2
KIAA0753	PAQR4
VPS8	SMARCA2
DNAI2	TMEM126B
NME1	ARFGAP3
FAHD1	HMGN5
GNG2	METTL9
GHRHR	VAV1
AKR1C2	NTPCR
ZCCHC6	NDUFB10
RP11-23J9.4	APP
HSCB	PLEKHA8
OR4X1	TTC39B
MAP3K3	GABPB1-AS1
DNAJC1	PIGN
IQCG	BLOC1S2
MFRP	ALG11
PCDHGC5	SARS
ARTN	HSPA13
IDH3B	ASL
ABL1	PAX5
ZBED5	IBTK
RP11-322M19.1	WDR73
SLCO3A1	GAS5
RP11-446E24.4	ALG5
KIF9	RC3H1
MYL3	JMJD6
IFT20	POSTN
CATG00000053041.1	ATXN7L3
CSF2	ING2
AMFR	ZNHIT3
INO80	CCZ1B
WARS	ASS1
AC002451.3	RBM4
MMP14	TRIM22
TMEM14A	AX747988
PDCD1	ZNF552
CHMP1B	pri-3-hsa-mir-4632
ZNF22	P4HA1
OSCAR	ELOVL6
DCTN3	PPP1R1B
ZNF205	YPEL1
ARHGEF1	APOBEC3F
XPNPEP3	SYNRG
AP001631.9	MRFAP1L1
CTB-78F1.1	ISCU
BET1	PTPN7
SHQ1	C22orf29
CGGBP1	USP44
ANKRD42	TCF7L2
ELP2	PSIP1
GAPDHS	MKNK2
APOBEC3B	PIK3R1
C21orf125	TONSL
TRIB3	PFDN6
LPAR6	XPC
RNASET2	pri-3-hsa-mir-3652
FOXI1	VSIG10
TMEM106C	FAU
PTPRJ	KBTBD4
MTRNR2L5	PWWP2B
APOA5	SNCG
MVK	SHARPIN
HIST2H2AB	TRMT11
PDE8A	TRMT112
GCSAML-AS1	KLHL25
TROVE2	DDX60L
FAM3C	EPB41L2
AGAP3	SPECC1
INPP4A	KANK1
CXADRP3	DYRK1A
STAM	FAM45A
RP11-94H18.3	RP11-398B16.2
KIAA2013	FAM27E3
AC079807.2	KRTAP12-4
HNRNPC	ZFY
UBE4A	OXR1
RP11-167H9.4	ERICH1
IFT122	MAGI1
CHML	PGS1
FXYD3	TPM1
TP53	ZNF786
MATK	PPP2R1B
RAB37	MRPL52
PPP4R3B	TGOLN2
GPC1	XXbac-B135H6.15
XRCC4	ZNF800
ZNHIT2	SHOC2
CACNA1C	CD2AP
RNF10	RP11-37B2.1
SLC7A7	MRAS
OAS1	MDK
SUMF2	AK4
CNIH2	RAP1GAP
SLC46A3	ATP2B4
BOD1	RCOR3
ERMAP	AC139887.4
EPN3	HNRNPM
MFSD7	MDM4
ZFP90	GEM
ACP1	SLC50A1
ZWILCH	SHC1
USP11	PPIC
SDR16C5	H2AFV
MRPL57	FAM76B
VPS29	CCDC69
PSMC3	ICE1
TVP23B	SETD5
COL2A1	SETDB1
QKI	SUSD6
TSC22D1	BTC
ETFDH	PMS2
C22orf39	SERBP1
SRSF2	TBC1D2B
MERTK	RBPMS
CRYBG2	ZFP62
TTC17	SET
CCDC112	MAP3K13
CYLD	CD6
MEGF8	DIAPH3
SLC25A48	FXYD3
UBE2A	RBM41
C6orf136	PPP1R2
CFLAR	NUP160
AFF3	SYNGAP1
TIMM23B	ACO2
UBA2	SAFB2
RP4-777O23.3	DTWD2
ZNF737	TBCB
CFLAR	CATG00000016282.1
RP11-35O15.1	DYNC1H1
CYHR1	DUSP23
NRP2	B4GALT7
BTN3A1	LMO3
RAP2B	LASP1
LTN1	INTS10
SYNCRIP	RTFDC1
GBP4	TLX1
RP11-343J3.2	SOX13
DDR1	SLC35A2
C20orf195	DHX29
PMFBP1	SVOPL
hsa-mir-138-1	UBQLNL
FABP5	GMEB1
BCL2L12	AMZ2
UNC50	SULT1A2
TM2D1	TMEM14C
PURA	VEZT
ZNF429	STK26
BCL2L13	CEP63
TP53I3	ADAL
VWA5B2	MED4
EIF3K	AC002117.1
RP5-1185I7.1	pri-5-hsa-mir-6893
ZNF462	RQCD1
PABPC4	SLC16A3
ARL14EP	EIF6
PCBD2	STX5
ZNF48	PPWD1
PARP9	C17orf80
SYT17	ACTG1
VPS72	ZNF330
CACTIN	IFT20
RASIP1	TASP1
TRAPPC13	NUSAP1
CAP1	ACSL1
DNAJC13	TRMT1
SETD6	RP11-77P16.4
TBL1XR1	AC136297.1
KIF18B	NAA16
CATG00000038628.1	PRPF3
INIP	AC087590.3
IGSF9	ENPP3
HPSE	PPOX
ARL6IP6	TPRG1L
SUPT4H1	NINL
PILRA	ZZEF1
MESDC2	EFCAB7
OR2L2	RNF144A
RYBP	UCK2
GNAS	RP11-508N22.2
NUDT19	TMC6
USP47	AC068491.1
PAK1IP1	CATG00000038359.1
NDUFAF7	DMXL2
PPP2R5E	C6orf203
CA6	OPALIN
CATG00000104410.1	DEF8
HIST3H3	B3GALT6
UPF3A	CD63
GAS5	RP11-502I4.1
SLC25A5	CYB5D1
ATP6V0A1	RP11-21N3.1
FAM3A	NQO1
RP11-280K24.4	PLCL2
LYRM5	RMND5A
SERP1	FBXW11
LINC00472	SNORD14E
POLR1B	MAL
EIF4G1	PPP4C
DYNC1I1	PPCS
PIANP	DTNBP1
MEX3B	SNTB1
CD59	NME6
SMG1	SPG20
CANX	FBXO33
VSTM4	DNAJC12
MED23	DHX38
SPATA6L	MFSD11
EMC1	SLAMF1
PPARG	BACE2
PPP1R12A	PER3
FMN1	hsa-mir-591
GLYCTK	LINC00205
DDX6	PRDM13
PARN	CTD-2003C8.1
FBXO17	TMEM251
ZSCAN18	MEF2A
INCA1	RANGRF
hsa-mir-4538	PDE6D
SRP19	HLA-F
SRSF10	BCAS3
EEFSEC	SHE
TUG1	FAM199X
CD52	TMC5
WAC	hsa-mir-5093
VAMP4	NRBP1
ADAD2	ANKRD40
METTL6	SPATS2L
PDCD10	GTF2I
BID	NOM1
HTRA4	PHF21A
CACNA1C	LINC00511
BRD2	NME4
ADGRD2	SMAGP
ELOB	SOD1
IQCE	CRELD2
pri-3-hsa-mir-4428	CTU1
SEC14L6	FAM60A
ZNF480	UPF3A
HDAC6	FAM195B
ZNF75D	SUPT20H
ANO10	ANKRD13D
CCDC18	IKZF1
NUTM1	CPEB2
RP11-949J7.8	RB1CC1
WDR1	ZNF267
SIPA1L1	AC187652.1
RP5-1120P11.1	RP11-245J9.2
TMTC2	SNORA10B
EIF4G1	EXOSC4
AC139666.1	IMPDH2
PON2	CCT8
NAA16	AMBP
BCL2	ZNF518B
PRDM8	RP11-455F5.3
ILDR1	GK5
TCEA1	CCNL2
ALDOA	SLAMF7
KLK11	PDCD6
ADARB1	TOMM34
MEF2A	PSME4
MIR99AHG	ATF6B
PAM	PRPF38A
RP11-349A22.5	MXD1
MED27	LGALS7B
GAB2	TCEA3
FRS2	PRKAB2
MTA1	C8orf86
NUTF2	UHRF1BP1
TEX10	HAVCR1
FMR1	SNW1
RAPGEF3	USO1
NPAS3	PRKCD
RP11-412B14.1	MAPK8
KMO	CATG00000075756.1
KLK10	MALT1
DYNLL1	CTTNBP2NL
FARP1	WRNIP1
FUT4	MTM1
HIST1H2BK	CATG00000063098.1
RPS6KA5	HNRNPDL
ZNF226	TOP1MT
STMN2	PUS10
FAM53C	TUG1
RP11-124N19.3	CD209
XPNPEP2	ICE2
RCOR1	FLI1
RF00156	WDFY2
SNX10	ITGB4
LLGL2	CRABP2
PIGT	HIF1A
BTN2A2	PPP1R12A
LY9	CD177
RF01210	DDA1
GNA13	KIF16B
ABI1	CNPY3
PLEKHB1	AHI1
R3HDM2	TSPAN1
SUGP2	TTC8
RAB9B	C1RL
RP11-521D12.1	CLRN2
pri-3-hsa-mir-4747	ICAM3
BCLAF1	LETMD1
ZNF846	ALG13
NAA50	PLXNA2
AVPR2	EPN2
KCNIP1	MDM4
WDR54	pri-3-hsa-mir-6797
TMEM221	BMP7
ZFP37	CMIP
LINC00299	RASL10A
CYP3A43	CYR61
USP33	GPATCH2
NACA	DPY30
pri-3-hsa-mir-4645	STX5
pri-3-hsa-mir-3685	GAS6-AS1
BCAP29	SKAP1
CKLF	SOS2
YY1AP1	RAP1GDS1
C19orf38	RBM47
CATG00000040897.1	CTNNBL1
AF011889.5	ZNF350
VEZT	SYNE1
ADCK2	AP006621.5
PRMT5	CRMP1
GBP1	AHDC1
PKD2	GALT
MAOA	CD33
SPSB4	RP11-24P4.1
BAZ1A	CD1A
HEXA	CCNE2
TOP3A	SLC9A3R1
CATG00000107439.1	RF00334
MOGAT2	CHCHD7
PUF60	ZNF8
SFTPA1	HLA-C
ASZ1	PPAN-P2RY11
pri-5-hsa-mir-6814	MAPK6
UFD1L	DYNC1I2
CCNG2	SYS1
YWHAE	STK33
PRRC1	LRRC26
GAS5	MYO1B
NME2	OXSM
MSL1	BRE
DPM1	DDIT3
pri-3-hsa-mir-2115	COMP
TMEM74B	IFFO2
NUDT2	CATG00000090884.1
NCK2	DNAJC25
MOK	PDE4B
PCDHGA7	TBCD
FKBP11	GDF5OS
S100A16	SEC31A
RP4-798P15.3	AC004945.2
NPL	RNF167
JAZF1	SNF8
ZNF534	ZNF559-ZNF177
PRMT2	PRKAA1
SHTN1	PPID
ZNF292	ARL4A
CREBRF	WIPI1
pri-3-hsa-mir-6815	URI1
HLA-E	TMEM183A
OASL	BANP
WDR38	SLC37A2
UNC13A	CTD-2530H12.1
C1GALT1	C1orf21
ATP5L	LLPH
ABCC9	CFLAR
SNHG12	LONP2
RABEP1	HIF1A
SORBS2	MSANTD3
CSNK2A2	CALCOCO2
TCP11	SERAC1
SMYD4	GNRH2
CST1	CNPPD1
ACBD5	TMC5
CBWD1	VEGFA
PLAGL2	PPARA
TP73	EIF5AL1
RNVU1-2	ASB6
SLC25A36	FMN1
SUMO2	ZBTB20
SH3BP4	RP11-143A12.3
CATG00000010950.1	PAK3
MTFMT	PPIL2
TTLL3	ZER1
TFDP2	ZNF32
KDELC2	CA8
CROT	AC004381.6
HEATR3	44626
ADGRG5	LRFN3
hsa-let-7e	SDCBP2
FLAD1	RP11-4E23.2
RRAGB	SCN7A
PSME4	LL0XNC01-157D4.1
DNAJC15	ELAC2
TYMP	IGF1R
SLC11A2	RAB3GAP1
INTS7	DMTF1
TLL1	FKBP14
N4BP2L1	LCA5
SH3RF2	ATP6V1E2
TIGD2	GCH1
IFNAR2	VAX2
UPF3A	RPL5
DNAJC10	ATP9B
INTS14	DHX29
ZNF277	C18orf25
BLOC1S5	PPWD1
BCORL1	COL6A3
TBC1D10A	RF00275
FBXO22	CATG00000034878.1
CTNNAL1	MAPT
RP5-872K7.7	ZDHHC16
ITGAX	ZNF300
CCL4L1	KBTBD11
PCBP2	SLF1
TLR4	CD33
C1orf106	LINC00493
CTNS	TNIP1
BCLAF1	CLEC2D
ZNF641	GNPDA1
RF00264	ANPEP
ZBTB7C	RPP38
SALL4	ZC3H13
DNAJA4	TNNI2
RABGAP1L	CEACAM1
FAM134A	NOS1
E2F8	RP4-625H18.2
SMIM7	BICD2
TK2	KHDRBS1
STAC3	BCL2L13
hsa-mir-7851	CCDC12
DAG1	NAGS
ALDH4A1	CTD-3116E22.4
C15orf61	TCIRG1
EIF4G1	MPV17
PTPMT1	RCHY1
GRB2	VPS37A
SLC33A1	MDFI
H2AFY	ZNF644
DAND5	ANKRD6
WASHC2C	pri-5-hsa-mir-939
SNHG7	TXN
CRYZ	COG2
UBAC1	KIRREL2
RP11-406O16.1	ZNF331
THAP4	BTN2A2
C17orf53	DSC2
CATG00000044560.1	ARID5B
HSDL2	ASL
LRRC16A	FAM71E1
DUSP16	IPO8
CATG00000012118.1	TMIE
GAS7	ZNF83
ST3GAL6	LANCL2
EIF2S2	CLPX
FAM91A1	ZNF610
SERPINB8	FAM110D
MTPAP	PLXDC2
RFX3	HSPD1
RF00554	DSCC1
PIAS2	HCK
AMHR2	OLFML2B
TRIM37	SPAG6
DNAJC10	WWC1
USO1	POP7
IFT81	SCRN3
ALG13	MXI1
HTATIP2	CSNK2A1
BIN1	SUPT3H
AF131215.5	OBSL1
TM4SF18	RP4-564F22.2
CLSPN	SPTAN1
STAG2	ST3GAL4
EPB41L2	ARHGAP30
FAM210A	NRXN3
CAMSAP2	NCOA7
IPO5	FAM160A2
ADARB1	NAA60
LRP5L	KPNA5
ABLIM1	AC005224.2
MBOAT2	GZMB
PPP2R5C	BRE
AC092835.2	SLC39A8
ZNRF3	MREG
RP11-315H15.2	LARP1
EZH1	GPHN
ACTA2	MAN2C1
ARHGEF1	ATP5J
BMF	BLNK
44808	SMG7
MYO1G	NLRP1
ZNF266	COL4A5
DNAJC21	SEC31A
DPAGT1	SOD2
UROD	ZNF302
PRG4	COX20
ACACA	NME4
CXorf40A	RP11-762I7.5
MRPS24	KDM4B
GFOD2	UTY
RF01210	B9D2
HOPX	MAEL
PPP1R2	SON
SNX21	STON2
SRSF5	RPRD2
SNX29	KIDINS220
LXN	HLA-G
SERPINB6	NFASC
TAB2	EPB41L4A
PCBP2	B9D1
ZNF419	LAMP2
VPS53	CTNND2
DMKN	FAM19A5
HGSNAT	SNHG16
HCG18	DNAJC13
PTPRE	MRPL4
OR8J3	ANKRD62
FN1	ZNF248
C8orf58	PRDX3
RF01210	STAG2
AC007204.1	SEC61B
ENTPD1	ACOT8
COA7	BCL2L1
COLGALT2	OAS2
DUSP4	HS1BP3
CLDN4	LRRC75A-AS1
PSPH	C21orf62-AS1
WSCD1	MRPS2
RP5-963E22.4	BET1L
ANAPC15	COLQ
TBCCD1	CCSAP
ARHGDIA	ABCD3
MYH11	RP11-307N16.6
ACADM	LONRF3
CATG00000074073.1	ASPHD2
VLDLR	TTC3
STRBP	FRYL
CKS1B	PHACTR4
ELOB	COL23A1
LYPLA1	ARHGAP33
IARS2	CATG00000052052.1
UBE2D1	ATXN8OS
SSBP2	LINC00493
LMTK2	NFE2L1
pri-3-hsa-let-7d	KANK4
NCRNA00163	LSP1
PCM1	pri-3-hsa-mir-635
C14orf2	GANC
ADAM15	XXbac-BPG300A18.15
AC011526.1	PSMB8
SIGLEC6	FAM83G
HDLBP	HLA-DQB2
KNSTRN	CSTB
VEPH1	BYSL
MET	SIPA1L2
CAMTA1	IKZF1
NEDD8-MDP1	PTPRC
PMAIP1	CLIP1
WASHC4	SYTL5
TMEM87A	HINT2
SESN2	DAP3
ZBTB6	SKIL
UBB	LILRA1
ZFYVE16	PDXDC1
MAZ	DCAF16
PTPMT1	FIBP
TMEM201	TSHZ2
PTPN11	MTF2
CHD3	PAN2
RP6-159A1.4	FAM150A
DPY30	CTC-338M12.3
MYO9A	BCL6
C19orf12	RP11-706O15.1
hsa-mir-663b	CDKN3
DNAJC16	RP11-322M19.2
MEIS2	C1QTNF4
PRKD2	PCGF3
CACNA1C	NFKB2
ADGRL2	UBE2D3
IGF2AS	C7orf50
CLDN6	FAM193B
TMX4	ZNHIT3
PDGFA	BSDC1
STAG1	HSP90B1
NSA2	COL14A1
RINL	SNX11
ZNF860	UCN
TCF4	ZNF662
B3GNT3	TATDN1
PTPRT	ZNF692
CNIH3	PSTPIP1
SNX8	LYPLAL1
ACOT2	ATXN1
ATG4B	MGLL
LARP4	pri-3-hsa-mir-6089-1
SLC16A10	RASD1
NAT1	SULF1
TNPO3	TIMM13
DDOST	MED18
LARS	HP
PDE4DIP	ANKMY1
USB1	CATG00000052390.1
HTR6	BLOC1S1
RF00045	TXNDC2
SKP1	VEGFA
COBLL1	VEGFA
PXMP2	GPR35
HMGN2	C19orf73
SLC11A1	NCOA2
NES	PMF1
C11orf71	CYB5D2
ITGA2	PSIP1
YME1L1	MSX2
THEMIS	OR56A3
MEGF6	SMC2
SFTPC	WDR26
RBP7	CCNA2
MMP25	C3
INF2	PSMD5
COPZ2	BARD1
CXorf23	CSK
CYP2B6	SIX5
ZNF419	PHF6
YWHAH	SP140L
RP3-354J5.2	PPP3CA
API5	ZNF273
FLJ20306	TMEM51
TGFB2	SHF
FN1	IGSF3
pri-3-hsa-mir-3134	RPP30
SP100	ABHD14B
CDK5RAP1	FCMR
ERLEC1	NUP85
CASP2	MKL1
EFCAB11	MIA2
SSBP4	PBX1
DCP2	MOK
HP1BP3	LMNB2
TBC1D14	FAAH2
DRAM2	CH17-340M24.3
FPGS	KRTAP3-1
SMAD5	NMB
MBLAC2	DEPDC5
SUGT1	OCA2
CD59	RPS9
RP11-536C5.7	GOT1
ZNF285	GMNN
SOCS5	CD82
UBE2Q2	FAM3D
RPS27A	FASTKD1
FAM13C	pri-5-hsa-mir-99b
MIER2	ACIN1
NEBL	NAA30
AGPAT2	NUB1
44807	TASP1
ITGB1BP1	BLOC1S2
EIF2A	AES
NBPF12	RP11-508N22.2
TBX1	ZBTB21
SHB	ECM1
CATG00000068089.1	pri-3-hsa-mir-199b
NPIPB15	AQP3
PTP4A2	STXBP2
KLHL21	NLRP6
TXNDC9	TNRC6B
SFPQ	CAPN5
HSPB6	SLC44A2
LOC729080	SMYD2
NDUFAF3	CD46
SRL	ZNF433
FN1	TMEM259
TUBB4A	RP5-1042K10.14
RPL22	hsa-mir-665
MIER1	NDUFAF6
TEAD1	HSPA12B
RRP9	NTMT1
NPM1	DOCK7
PCBP2	CTC-429C10.4
NGLY1	ARFIP2
PARD3	PDE9A
DNMBP	PBX3
MADD	SH3KBP1
MCM3AP	ZCCHC7
AOC3	FBXO45
PIP4K2A	hsa-mir-4277
MIR181A1HG	FZD7
CPSF7	CASC1
NRP1	STAT5B
NBEAL1	H19
ZNF254	ADAM15
RTKN	SNORA79B
CATG00000031415.1	FLT4
TARDBP	TRAPPC6A
N4BP2L1	HPCAL4
ANKRD36C	CHMP3
BCL7B	UBE2L3
TM4SF19	FHOD1
LMBRD1	pri-3-hsa-mir-181d
CACFD1	AGPAT5
NSMAF	PUS3
RP1-288H2.5	NCR2
MCFD2	PML
ISY1	CATG00000081639.1
NMRAL1	MPRIP
GAB3	ZNF57
PLEKHB2	
PLCL2	
pri-3-hsa-mir-631	
C9orf3	
ZCCHC10	
NFKB1	
CHST3	
TMEM41A	
WIPI1	
ZNF200	
DHX36	
CRLS1	
SLC35G2	
VDAC1	
ZCCHC10	
SSBP3	
MEIS2	
TDP1	
ZNF791	
UBB	
RCAN3	
FGGY	
MAOB	
CHST15	
ABHD13	
ALDH3A1	
PRKD3	
ATAD2B	
COX20	
KLHDC2	
FGF8	
EIF3M	
EIF4G1	
LCAT	
RAPGEF2	
ZGPAT	
TMEM81	
hsa-mir-1911	
UGGT2	
SERINC5	
FAM92B	
RBPJ	
RP11-31K23.2	
MAGED2	
PTPN2	
LINC01163	
KIAA0895L	
AC025278.1	
C17orf75	
MRPL42P5	
CCSER2	
ABCC4	
DIP2C	
TRMT11	
TEAD2	
UTP14A	
MBD1	
SLCO2A1	
IFNAR1	
STOM	
DIP2A	
MIA3	
ZNF776	
N4BP2L1	
GHSR	
IDI1	
FNDC3B	
EXOSC1	
ZDHHC18	
STK38	
FILIP1L	
PCM1	
GSPT2	
FAHD2A	
SCHIP1	
DRAM2	
TCF12	
VAX2	
TCP1	
SLC37A4	
CYB5R2	
AP000688.14	
DNAAF2	
AMIGO2	
SPSB2	
BMP1	
IL12RB1	
GBP5	
HLA-DPB1	
DCXR	
SIPA1	
CAT	
CD164	
JCHAIN	
ANKRD37	
HRCT1	
PLAT	
RP3-508I15.14	
SEPHS1	
GPR17	
RIOX1	
F11R	
RP11-755B10.3	
AJUBA	
DACH1	
MRPL18	
GOLT1B	
IFRD2	
C11orf57	
RP11-403I13.4	
BEX1	
FILIP1L	
USP8	
RBPJL	
RNU4-2	
C11orf31	
MED30	
CCDC68	
ARCN1	
CAMK2B	
SLC10A7	
CCDC9	
TP63	
RP4-655J12.4	
VEZF1	
ZNF69	
ATP5D	
ZCCHC10	
GLS	
ENTPD8	
pri-3-hsa-mir-11400	
LANCL1	
CDC14A	
CDC27	
C4orf27	
TRIM69	
ZBP1	
ADAL	
SLC25A44	
SIPA1L1	
HAUS1	
HAUS8	
TJP1	
CSPP1	
MED17	
PCDHB14	
C8orf82	
TMEM120B	
TSHR	
INSIG1	
